nombre,precio_normal,precio_app,precio_tarjeta,imagen_url,detalle_url,categoria,url_base,tienda
Cefaclor 250mg/5ml Polvo para Suspensión Oral FRASCO 75 ML,"26,20",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/015832X.jpg,/producto/cefaclor-250mg-5ml-polvo-suspension-oral/015832,salud,http://mifarma.com.pe,mifarma
Furozix 500mg Tableta Recubierta CAJA 10 UN,"66,50",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071493X.jpg,/producto/furozix-500mg-tableta-recubierta/071493,salud,http://mifarma.com.pe,mifarma
Gargantine Spray Solución para Pulverización Oral FRASCO 30 ML,"38,80",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072374X.jpg,/producto/gargantine-spray-solucion-para-pulverizacion-oral/072374,salud,http://mifarma.com.pe,mifarma
Deflazacort 30mg Tableta CAJA 10 UN,"33,00",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071802X.jpg,/producto/deflazacort-30mg-tableta/071802,salud,http://mifarma.com.pe,mifarma
Meropenem 1.0g Polvo para Solución Inyectable y para Perfusión CAJA 10 UN,"226,60",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071867X.jpg,/producto/meropenem-10g-polvo-para-solucion-inyectable/071867,salud,http://mifarma.com.pe,mifarma
Lincomicina 600mg/2ml Solución Inyectable UNIDAD 1 UN,"2,73",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071851X.jpg,/producto/lincomicina-600mg2ml-solucion-inyectable/071851,salud,http://mifarma.com.pe,mifarma
Neo Nisoprex 15mg/5ml Solución Oral FRASCO 100 ML,"28,30",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/961148X.jpg,/producto/neo-nisoprex-15mg-5ml-solucion-oral/961148,salud,http://mifarma.com.pe,mifarma
Tidol Antigripal 500mg + 5mg + 2mg Tableta CAJA 100 UN,"103,00",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071469X.jpg,/producto/tidol-antigripal-500mg-5mg-2mg-tableta/071469,salud,http://mifarma.com.pe,mifarma
Rinomar Hipertónico Solución para Pulverización Nasal FRASCO 120 ML,"57,60",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/070652X.jpg,/producto/rinomar-babies-hipertonico-solucion-pulverizacion-nasal/070652,salud,http://mifarma.com.pe,mifarma
Rinomar Babies Isotónico Solución para Pulverización Nasal FRASCO 120 ML,"50,50",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/070651X.jpg,/producto/rinomar-babies-isotonico-solucion-pulverizacion-nasal/070651,salud,http://mifarma.com.pe,mifarma
Pack Abrilar EA 575 Jarabe + 01 Blíster de Isla Mint Pastilla SUPER PACK,"28,70",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/PACKFC54X.jpg,/producto/pack-abrilar-ea-575-jarabe-01-blister-isla-mint/PACKFC54,farmacia,http://mifarma.com.pe,mifarma
Levocetirizina 5mg Tableta Recubierta CAJA 100 UN,"61,00",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/068996X.jpg,/producto/levocetirizina-5mg-tableta-recubierta/068996,salud,http://mifarma.com.pe,mifarma
Betacort Depot 10mg/2mL Suspensión Inyectable AMPOLLA 2 ML,"43,50",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071890X.jpg,/producto/betacort-depot-10mg-2ml-suspension-inyectable/071890,salud,http://mifarma.com.pe,mifarma
Alergical Neo Jarabe FRASCO 45 ML,"22,20",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071478X.jpg,/producto/alergical-neo-jarabe/071478,salud,http://mifarma.com.pe,mifarma
Amoxicilina + Bromhexina NF 500mg + 8 mg Cápsula CAJA 100 UN,"74,00",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071462X.jpg,/producto/amoxicilina-bromhexina-nf-500mg-8-mg-capsula/071462,salud,http://mifarma.com.pe,mifarma
Comtrex 325mg + 2.0mg + 5.0mg + 10mg Tableta Recubierta CAJA 100 UN,"103,00",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071889X.jpg,/producto/comtrex-325mg-20mg-50mg-10mg-tableta-recubierta/071889,salud,http://mifarma.com.pe,mifarma
Libbera D NEO 5mg + 120mg Tableta de Liberación Prolongada CAJA 10 UN,"29,30",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071573X.jpg,/producto/libbera-5mg-120mg-tableta-liberacion-prolongada/071573,salud,http://mifarma.com.pe,mifarma
Libberafex 120mg Tableta Recubierta CAJA 10 UN,"47,00",,,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/070130X.jpg,/producto/libberafex-120mg-tableta-recubierta/070130,salud,http://mifarma.com.pe,mifarma
